genre_ids,id_x,original_language,original_title,popularity,vote_average,vote_count,title_clean,release_date,movie,production_budget,worldwide_gross,title,domestic_gross,foreign_gross
"[28, 35, 10751]",23172,en,The Spy Next Door,10.746,5.7,650,the spy next door,2010-01-15,The Spy Next Door,0.0,0.0,The Spy Next Door,0.0,20900000.0
"[35, 99, 28]",16290,en,Jackass 3D,10.715,6.3,655,jackass 3d,2010-10-15,Jackass 3D,0.0,0.0,jackass 3d,0.0,0.0
[18],13078,en,The Babysitters,10.71,5.3,125,the babysitters,2008-05-09,the babysitters,0.0,0.0,the babysitters,0.0,0.0
"[28, 53, 80]",15357,fr,Banlieue 13 - Ultimatum,10.661,6.1,555,district 13: ultimatum,2010-02-05,district 13: ultimatum,0.0,0.0,district 13: ultimatum,0.0,0.0
"[53, 27]",10664,es,[REC]²,10.66,6.5,920,[rec]²,2010-07-09,[rec]²,0.0,0.0,[rec]²,0.0,0.0
"[12, 16, 10751, 35]",51170,en,Open Season 3,10.614,5.5,237,open season 3,2010-01-25,open season 3,0.0,0.0,open season 3,0.0,0.0
"[35, 18, 10749]",38357,en,Morning Glory,10.595,6.3,717,morning glory,2010-11-10,Morning Glory,0.0,0.0,Morning Glory,0.0,29000000.0
"[53, 80, 18, 28]",25941,en,Harry Brown,10.555,6.8,505,harry brown,2010-04-30,Harry Brown,0.0,0.0,Harry Brown,0.0,8500000.0
"[35, 10751, 28, 14]",39691,en,Cats & Dogs: The Revenge of Kitty Galore,10.544,4.9,273,cats & dogs: the revenge of kitty galore,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,0.0,0.0,Cats & Dogs: The Revenge of Kitty Galore,0.0,68900000.0
[18],45317,en,The Fighter,10.395,7.3,2325,the fighter,2010-12-17,The Fighter,0.0,0.0,The Fighter,0.0,35600000.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"May 4, 2012",The Avengers,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"May 21, 2010",Shrek Forever After,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Dec 25, 2015",The Revenant,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Dec 17, 2004",The Aviator,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Dec 18, 2002",The Lord of the Rings: The Two Towers,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jul 28, 2000",Nutty Professor II: The Klumps,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jul 2, 1996",Independence Day,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Nov 6, 1998",The Siege,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Apr 1, 2011",Hop,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Nov 3, 2000",The Legend of Bagger Vance,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jul 27, 2012",The Watch,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jan 25, 2013",Hansel & Gretel: Witch Hunters,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Dec 25, 2001",Kate and Leopold,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Oct 12, 2012",Argo,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Aug 25, 2006",Invincible,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jun 27, 2014",Snowpiercer,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jun 23, 1989",Batman,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Dec 25, 2001",The Shipping News,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Mar 7, 2014",The Grand Budapest Hotel,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Apr 7, 2006",Take the Lead,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Dec 31, 2002",Confessions of a Dangerous Mind,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jul 31, 1998",Ever After: A Cinderella Story,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Apr 29, 2016",Motherâs Day,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Mar 10, 2015",Red Sky,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"May 19, 2017",Diary of a Wimpy Kid: The Long Haul,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Feb 17, 2006",Date Movie,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Oct 30, 2015",Burnt,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jun 24, 2011",Bad Teacher,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Sep 30, 1994",Ed Wood,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jun 2, 1989",Dead Poets Society,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"May 2, 2003",The Lizzie McGuire Movie,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Sep 22, 2010",You Will Meet a Tall Dark Stranger,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Sep 30, 2011",Margaret,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"May 25, 1979",The Prisoner of Zenda,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Mar 19, 1999",Ravenous,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Apr 2, 1968",2001: A Space Odyssey,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Mar 14, 1997",Love Jones,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jul 10, 2015",Strangerland,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Sep 26, 1986",Crocodile Dundee,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"May 18, 2007",The Wendell Baker Story,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jun 18, 2010",Cyrus,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jul 16, 1999",The Wood,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jul 1, 2005",De battre mon coeur s'est arrÃªtÃ©,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Dec 22, 1978",Force 10 from Navarone,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Aug 13, 1982",Fast Times at Ridgemont High,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Feb 28, 2003",Poolhall Junkies,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Oct 1, 2006",The Secret,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Apr 4, 2003",DysFunkTional Family,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Oct 3, 2003",Sur Le Seuil,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Dec 25, 2008",Waltz with Bashir,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jan 7, 2005",Travellers and Magicians,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Dec 31, 2014",Kurmanjan datka,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jan 1, 1970",Beyond the Valley of the Dolls,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jun 1, 2007",And Then Came Love,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Sep 12, 2014",Faith Connections,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"May 21, 1999",Trekkies,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Jun 13, 2008",Baghead,0.0,0.0,9 songs,0.0,0.0
"[18, 10402, 10749]",27,en,9 Songs,10.332,4.9,170,9 songs,"Oct 25, 2013",A True Story,0.0,0.0,9 songs,0.0,0.0
"[28, 53, 10749]",37710,en,The Tourist,10.307,6.1,3133,the tourist,2010-12-10,The Tourist,0.0,0.0,The Tourist,0.0,210700000.0
"[18, 10749]",40080,en,The Cutting Edge: Fire & Ice,10.303,6.0,63,the cutting edge: fire & ice,2010-03-14,the cutting edge: fire & ice,0.0,0.0,the cutting edge: fire & ice,0.0,0.0
[878],830,en,Forbidden Planet,10.274,7.3,388,forbidden planet,1956-03-15,forbidden planet,0.0,0.0,forbidden planet,0.0,0.0
"[16, 10751, 14]",34134,en,Barbie in A Mermaid Tale,10.252,6.7,282,barbie in a mermaid tale,2010-03-01,barbie in a mermaid tale,0.0,0.0,barbie in a mermaid tale,0.0,0.0
"[18, 28, 36]",14756,cn,葉問,10.23,7.7,1906,ip man,2010-10-01,ip man,0.0,0.0,ip man,0.0,0.0
"[28, 35, 53, 10749]",37821,en,Killers,10.221,5.8,1314,killers,2010-06-04,Killers,0.0,0.0,Killers,0.0,51100000.0
"[35, 10749]",38303,en,You Again,10.208,6.2,734,you again,2010-09-24,You Again,0.0,0.0,You Again,0.0,6300000.0
"[27, 9648, 53]",44040,en,Devil,10.203,5.9,1516,devil,2010-09-17,Devil,0.0,0.0,Devil,0.0,29100000.0
"[28, 12, 80, 9648, 53]",34813,en,The Losers,10.202,6.2,844,the losers,2010-04-23,The Losers,0.0,0.0,The Losers,0.0,5800000.0
"[18, 53, 80, 9648]",44629,en,Animal Kingdom,10.188,6.8,399,animal kingdom,2010-08-13,Animal Kingdom,0.0,0.0,Animal Kingdom,0.0,5700000.0
"[18, 80]",33909,en,Wall Street: Money Never Sleeps,10.177,6.0,797,wall street: money never sleeps,2010-09-20,wall street: money never sleeps,0.0,0.0,Wall Street: Money Never Sleeps,0.0,82300000.0
"[18, 53, 878]",43933,en,Monsters,10.175,6.2,848,monsters,2010-10-29,Monsters,0.0,0.0,Monsters,0.0,4000000.0
"[878, 35, 12]",23048,en,Hot Tub Time Machine,10.15,6.0,1383,hot tub time machine,2010-03-26,Hot Tub Time Machine,0.0,0.0,Hot Tub Time Machine,0.0,14300000.0
"[16, 35, 10751, 80, 9648]",14447,en,A Matter of Loaf and Death,10.1,7.2,219,a matter of loaf and death,2010-02-19,a matter of loaf and death,0.0,0.0,a matter of loaf and death,0.0,0.0
"[18, 35, 10749]",43347,en,Love & Other Drugs,10.09,6.9,2509,love & other drugs,2010-11-24,love & other drugs,0.0,0.0,love & other drugs,0.0,0.0
"[14, 18, 10751]",40205,en,16 Wishes,10.068,5.9,688,16 wishes,2010-06-25,16 wishes,0.0,0.0,16 wishes,0.0,0.0
"[18, 10749, 878]",42188,en,Never Let Me Go,10.012,6.8,1294,never let me go,2010-09-15,Never Let Me Go,0.0,0.0,Never Let Me Go,0.0,7000000.0
"[35, 18]",43923,en,It's Kind of a Funny Story,10.01,7.0,1324,it's kind of a funny story,2010-10-08,It's Kind of a Funny Story,0.0,0.0,It's Kind of a Funny Story,0.0,128000.0
[18],38167,en,Eat Pray Love,9.991,6.0,1208,eat pray love,2010-08-12,Eat Pray Love,0.0,0.0,Eat Pray Love,0.0,124000000.0
"[35, 18, 10749]",37786,en,Sex and the City 2,9.986,5.9,809,sex and the city 2,2010-05-27,Sex and the City 2,0.0,0.0,Sex and the City 2,0.0,193000000.0
"[35, 80, 18]",37495,en,Four Lions,9.968,7.0,621,four lions,2010-11-05,Four Lions,0.0,0.0,Four Lions,0.0,4400000.0
"[35, 14, 10749]",13477,en,When in Rome,9.926,5.9,703,when in rome,2010-01-29,when in rome,0.0,0.0,When in Rome,0.0,10400000.0
"[28, 35, 18]",27573,en,The Bounty Hunter,9.861,5.7,1627,the bounty hunter,2010-03-19,The Bounty Hunter,0.0,0.0,The Bounty Hunter,0.0,69300000.0
[18],39013,en,Winter's Bone,9.824,6.9,931,winter's bone,2010-06-11,Winter's Bone,0.0,0.0,Winter's Bone,0.0,7300000.0
"[18, 10749]",52338,en,Waiting for Forever,9.819,5.7,172,waiting for forever,2010-02-10,waiting for forever,0.0,0.0,waiting for forever,0.0,0.0
"[18, 27, 9648, 53]",43931,en,My Soul to Take,9.808,5.4,247,my soul to take,2010-10-08,My Soul to Take,0.0,0.0,My Soul to Take,0.0,6200000.0
"[27, 9648, 53]",23437,en,A Nightmare on Elm Street,9.795,5.5,1408,a nightmare on elm street,2010-04-30,A Nightmare on Elm Street,0.0,0.0,a nightmare on elm street,0.0,0.0
"[27, 9648, 53]",23437,en,A Nightmare on Elm Street,9.795,5.5,1408,a nightmare on elm street,2010-04-30,A Nightmare on Elm Street,0.0,0.0,a nightmare on elm street,0.0,0.0
"[10749, 18]",43949,en,Flipped,9.781,7.4,859,flipped,2010-08-06,Flipped,0.0,0.0,Flipped,0.0,0.0
"[18, 27, 9648]",41402,en,Let Me In,9.716,6.7,1061,let me in,2010-10-01,Let Me In,0.0,0.0,Let Me In,0.0,12000000.0
"[18, 53]",38199,en,Unthinkable,9.693,6.7,623,unthinkable,2010-06-15,unthinkable,0.0,0.0,unthinkable,0.0,0.0
[53],44363,en,Frozen,9.678,5.8,987,frozen,2010-02-05,Frozen,0.0,0.0,Frozen,0.0,875700000.0
"[28, 35, 80, 53]",29564,en,Smokin' Aces 2: Assassins' Ball,9.565,5.4,141,smokin' aces 2: assassins' ball,2010-01-19,smokin' aces 2: assassins' ball,0.0,0.0,smokin' aces 2: assassins' ball,0.0,0.0
"[14, 18]",34647,en,Enter the Void,9.563,7.3,773,enter the void,2010-09-24,Enter the Void,0.0,0.0,Enter the Void,0.0,418000.0
"[80, 27]",55890,en,Bereavement,9.55,5.3,71,bereavement,2010-07-16,bereavement,0.0,0.0,bereavement,0.0,0.0
[99],44639,en,Inside Job,9.514,7.8,466,inside job,2010-10-08,Inside Job,0.0,0.0,Inside Job,0.0,3600000.0
"[80, 53]",101669,en,Mother's Day,9.496,6.4,193,mother's day,2010-09-23,mother's day,0.0,0.0,Mother's Day,0.0,15900000.0
"[27, 53]",7340,en,Carrie,9.467,7.1,1766,carrie,1976-11-03,Carrie,0.0,0.0,carrie,0.0,0.0
"[27, 53]",7340,en,Carrie,9.467,7.1,1766,carrie,1976-11-03,Carrie,0.0,0.0,carrie,0.0,0.0
"[18, 10749]",37950,en,Charlie St. Cloud,9.454,6.9,1398,charlie st. cloud,2010-05-01,Charlie St. Cloud,0.0,0.0,Charlie St. Cloud,0.0,17000000.0
"[35, 10751]",35169,en,Furry Vengeance,9.45,4.6,283,furry vengeance,2010-04-02,Furry Vengeance,0.0,0.0,Furry Vengeance,0.0,18600000.0
"[80, 35, 18]",45324,en,Casino Jack,9.432,6.1,149,casino jack,2010-12-17,Casino Jack,0.0,0.0,Casino Jack,0.0,40700.0
"[35, 10749, 10770, 10402]",35558,en,Starstruck,9.406,6.7,627,starstruck,2010-02-14,starstruck,0.0,0.0,starstruck,0.0,0.0
"[10749, 35]",39285,en,Beauty & the Briefcase,9.405,5.5,250,beauty & the briefcase,2010-04-18,beauty & the briefcase,0.0,0.0,beauty & the briefcase,0.0,0.0
"[18, 27, 9648, 53]",36419,en,After.Life,9.395,5.7,416,after.life,2009-11-07,After.Life,0.0,0.0,After.Life,0.0,1900000.0
"[35, 18]",44009,en,Another Year,9.394,7.0,150,another year,2010-12-29,Another Year,0.0,0.0,Another Year,0.0,16500000.0
"[35, 18, 10749]",37056,en,Letters to Juliet,9.394,6.9,1706,letters to juliet,2010-05-14,Letters to Juliet,0.0,0.0,Letters to Juliet,0.0,26100000.0
[18],27585,en,Rabbit Hole,9.389,6.8,292,rabbit hole,2010-12-16,Rabbit Hole,0.0,0.0,Rabbit Hole,0.0,2900000.0
"[28, 35]",44147,en,Wild Target,9.355,6.4,356,wild target,2010-10-29,Wild Target,0.0,0.0,Wild Target,0.0,3300000.0
"[27, 18, 53]",38358,en,The Last Exorcism,9.35,5.6,519,the last exorcism,2010-08-27,The Last Exorcism,0.0,0.0,The Last Exorcism,0.0,26700000.0
"[53, 18]",43549,en,The Experiment,9.261,6.5,553,the experiment,2010-07-15,the experiment,0.0,0.0,the experiment,0.0,0.0
"[16, 10751, 35]",50135,de,Konferenz der Tiere,9.258,5.4,151,animals united,2010-10-07,animals united,0.0,0.0,animals united,0.0,0.0
"[18, 28, 35, 53, 80]",26715,en,Bitch Slap,9.253,4.7,148,bitch slap,2010-01-08,bitch slap,0.0,0.0,Bitch Slap,0.0,182000.0
"[10749, 35]",41211,fr,L'arnacoeur,9.241,6.6,761,heartbreaker,2010-09-10,heartbreaker,0.0,0.0,Heartbreaker,0.0,46900000.0
"[18, 10751, 10749]",35690,en,The Last Song,9.237,7.2,2199,the last song,2010-03-31,The Last Song,0.0,0.0,The Last Song,0.0,26100000.0
[35],48415,it,Benvenuti al sud,9.188,6.7,1071,welcome to the south,2010-12-20,welcome to the south,0.0,0.0,welcome to the south,0.0,0.0
"[35, 27]",46838,en,Tucker and Dale vs. Evil,9.159,7.3,1427,tucker and dale vs. evil,2010-01-22,tucker and dale vs. evil,0.0,0.0,tucker and dale vs. evil,0.0,0.0
"[35, 10751, 16, 12]",41515,en,Yogi Bear,9.096,5.3,387,yogi bear,2010-12-17,Yogi Bear,0.0,0.0,Yogi Bear,0.0,101300000.0
"[80, 18, 53]",38542,en,The Disappearance of Alice Creed,9.087,6.6,280,the disappearance of alice creed,2010-04-30,The Disappearance of Alice Creed,0.0,0.0,The Disappearance of Alice Creed,0.0,701000.0
[18],36950,en,You Don't Know Jack,9.071,7.0,176,you don't know jack,2010-04-14,you don't know jack,0.0,0.0,you don't know jack,0.0,0.0
[18],39486,en,Secretariat,9.059,7.0,200,secretariat,2010-10-08,Secretariat,0.0,0.0,Secretariat,0.0,537000.0
"[80, 18, 53]",27579,en,The American,9.042,5.8,690,the american,2010-09-01,The American,0.0,0.0,The American,0.0,32299999.0
"[18, 10749]",46705,en,Blue Valentine,8.994,6.9,1677,blue valentine,2010-12-29,Blue Valentine,0.0,0.0,Blue Valentine,0.0,2600000.0
"[35, 27]",40264,en,Vampires Suck,8.992,4.1,658,vampires suck,2010-08-18,Vampires Suck,0.0,0.0,Vampires Suck,0.0,43900000.0
"[18, 10752, 9648]",46738,fr,Incendies,8.973,8.1,1034,incendies,2010-09-04,Incendies,0.0,0.0,incendies,0.0,0.0
"[28, 80, 18, 53]",22907,en,Takers,8.969,6.2,605,takers,2010-08-26,Takers,0.0,0.0,Takers,0.0,11300000.0
"[16, 35, 878]",278604,en,"Family Guy Presents: Something, Something, Something, Dark Side",8.956,7.1,194,"family guy presents: something, something, something, dark side",2010-05-23,"family guy presents: something, something, something, dark side",0.0,0.0,"family guy presents: something, something, something, dark side",0.0,0.0
"[28, 12, 16, 10751, 878]",45162,en,Superman/Batman: Apocalypse,8.884,7.0,291,superman/batman: apocalypse,2010-09-28,superman/batman: apocalypse,0.0,0.0,superman/batman: apocalypse,0.0,0.0
"[878, 28]",42684,en,Skyline,8.847,4.8,833,skyline,2010-11-12,Skyline,0.0,0.0,Skyline,0.0,45400000.0
"[28, 35, 80]",23742,en,Cop Out,8.82,5.4,796,cop out,2010-02-26,Cop Out,0.0,0.0,Cop Out,0.0,10700000.0
"[18, 53, 9648]",28211,en,Chloe,8.807,5.9,940,chloe,2010-03-26,Chloe,0.0,0.0,Chloe,0.0,8600000.0
"[18, 27, 878]",52015,en,Stake Land,8.799,6.2,415,stake land,2010-10-01,Stake Land,0.0,0.0,Stake Land,0.0,0.0
"[10752, 18, 36, 28]",50618,ru,Брестская крепость,8.769,7.3,75,fortress of war,2010-11-11,fortress of war,0.0,0.0,fortress of war,0.0,0.0
"[99, 10751]",59490,en,Cave of Forgotten Dreams,8.762,7.3,143,cave of forgotten dreams,2010-11-03,cave of forgotten dreams,0.0,0.0,Cave of Forgotten Dreams,0.0,1200000.0
"[12, 27, 53]",34480,en,The Descent: Part 2,8.741,6.0,480,the descent: part 2,2010-04-27,the descent: part 2,0.0,0.0,the descent: part 2,0.0,0.0
"[28, 12, 53]",44918,en,Titanic II,8.729,3.2,90,titanic 2,2010-08-24,titanic 2,0.0,0.0,titanic 2,0.0,0.0
"[28, 12, 16, 27]",31967,en,Dante's Inferno: An Animated Epic,8.711,6.0,102,dante's inferno: an animated epic,2010-02-09,dante's inferno: an animated epic,0.0,0.0,dante's inferno: an animated epic,0.0,0.0
"[28, 80, 53]",37645,fr,L'Immortel,8.697,6.5,508,22 bullets,2010-03-24,22 bullets,0.0,0.0,22 Bullets,0.0,21300000.0
[99],39452,en,Exit Through the Gift Shop,8.696,7.7,467,exit through the gift shop,2010-01-24,exit through the gift shop,0.0,0.0,Exit Through the Gift Shop,0.0,2000000.0
"[18, 10749]",48650,es,Habitación en Roma,8.682,6.1,236,room in rome,2010-11-11,room in rome,0.0,0.0,room in rome,0.0,0.0
"[18, 10749]",42297,en,Burlesque,8.676,7.1,1195,burlesque,2010-11-23,Burlesque,0.0,0.0,Burlesque,0.0,50100000.0
"[35, 18]",56272,en,Elektra Luxx,8.595,4.9,74,elektra luxx,2010-03-14,elektra luxx,0.0,0.0,elektra luxx,0.0,0.0
"[18, 53, 80]",68341,ja,冷たい熱帯魚,8.582,6.6,113,cold fish,2010-07-05,cold fish,0.0,0.0,cold fish,0.0,0.0
"[14, 18, 27, 10749]",52587,de,Wir sind die Nacht,8.57,6.2,129,we are the night,2010-11-11,we are the night,0.0,0.0,we are the night,0.0,0.0
"[18, 10749]",56743,en,Elena Undone,8.531,7.2,81,elena undone,2010-06-25,elena undone,0.0,0.0,elena undone,0.0,0.0
"[53, 27]",34583,en,The Final,8.517,5.6,131,the final,2010-01-28,the final,0.0,0.0,the final,0.0,0.0
"[27, 35, 53]",43919,en,Hatchet II,8.513,5.5,160,hatchet ii,2010-10-01,hatchet ii,0.0,0.0,hatchet ii,0.0,0.0
[35],45523,en,Louis C.K.: Hilarious,8.504,8.0,127,louis c.k.: hilarious,2010-01-26,louis c.k.: hilarious,0.0,0.0,louis c.k.: hilarious,0.0,0.0
"[80, 53, 35, 9648]",27004,en,Ca$h,8.503,5.8,112,ca$h,2010-01-01,Ca$h,0.0,0.0,ca$h,0.0,0.0
"[80, 53, 35, 9648]",27004,en,Ca$h,8.503,5.8,112,ca$h,2010-01-01,Ca$h,0.0,0.0,ca$h,0.0,0.0
"[10751, 35]",38579,en,Marmaduke,8.487,5.1,367,marmaduke,2010-06-04,Marmaduke,0.0,0.0,Marmaduke,0.0,50100000.0
[35],32823,en,Get Him to the Greek,8.485,5.9,980,get him to the greek,2010-06-04,Get Him to the Greek,0.0,0.0,Get Him to the Greek,0.0,30300000.0
"[10749, 878]",59457,en,Womb,8.483,6.1,159,womb,2010-07-15,Womb,0.0,0.0,womb,0.0,0.0
"[18, 80]",48838,en,London Boulevard,8.469,5.9,409,london boulevard,2010-11-12,london boulevard,0.0,0.0,London Boulevard,0.0,4600000.0
"[53, 18, 28, 80]",40720,en,Twelve,8.46,5.9,147,twelve,2010-07-30,twelve,0.0,0.0,Twelve,0.0,2400000.0
"[14, 18, 28, 53, 16]",71883,ja,レドライン,8.436,7.4,110,redline,2010-09-23,redline,0.0,0.0,redline,0.0,0.0
"[35, 18]",39781,en,The Kids Are All Right,8.426,6.6,854,the kids are all right,2010-07-09,The Kids Are All Right,0.0,0.0,The Kids Are All Right,0.0,13900000.0
"[28, 12, 14, 27]",12685,en,BloodRayne: The Third Reich,8.419,3.7,83,bloodrayne: the third reich,2010-11-05,bloodrayne: the third reich,0.0,0.0,bloodrayne: the third reich,0.0,0.0
"[9648, 53]",11761,it,Peacock,8.414,6.1,104,peacock,2010-04-20,peacock,0.0,0.0,peacock,0.0,0.0
"[14, 27, 53]",46261,en,Don't Be Afraid of the Dark,8.405,5.5,550,don't be afraid of the dark,2010-11-06,Don't Be Afraid of the Dark,0.0,0.0,Don't Be Afraid of the Dark,0.0,12900000.0
"[16, 18]",41201,fr,L'illusionniste,8.404,7.4,280,the illusionist,2010-12-25,The Illusionist,0.0,0.0,the illusionist,0.0,0.0
"[18, 53]",44113,en,Stone,8.401,5.2,334,stone,2010-10-22,Stone,0.0,0.0,Stone,0.0,7700000.0
[18],31007,en,Welcome to the Rileys,8.348,6.5,241,welcome to the rileys,2010-10-29,Welcome to the Rileys,0.0,0.0,Welcome to the Rileys,0.0,158000.0
"[35, 18, 14, 27, 9648]",45649,en,Rubber,8.319,5.9,417,rubber,2010-09-01,Rubber,0.0,0.0,Rubber,0.0,0.0
"[53, 28, 18]",30618,en,Bunraku,8.282,5.9,161,bunraku,2010-09-01,bunraku,0.0,0.0,bunraku,0.0,0.0
"[35, 18, 10749]",38073,en,Going the Distance,8.281,6.0,394,going the distance,2010-09-03,Going the Distance,0.0,0.0,Going the Distance,0.0,24200000.0
"[27, 53]",52274,es,Los ojos de Julia,8.268,6.7,415,julia's eyes,2010-10-29,julia's eyes,0.0,0.0,julia's eyes,0.0,0.0
